姓名 高数 Java 数据结构 平均成绩 总成绩
张三56 29 64 37 43 130
张三77 74 40 58 57 172
张三89 73 75 61 69 209
张三15 60 11 72 47 143
张三66 44 89 23 52 156
张三42 37 34 18 29 89
张三88 82 62 65 69 209
张三28 37 84 50 57 171
张三10 79 14 0 31 93
张三22 75 99 4 59 178
张三31 17 69 3 29 89
张三3 84 86 48 72 218
张三99 76 98 28 67 202
张三35 90 34 72 65 196
张三38 65 79 60 68 204
张三32 83 41 57 60 181
张三36 35 79 40 51 154
张三73 75 94 71 80 240
张三32 71 15 24 36 110
张三46 24 57 68 49 149
张三13 67 68 71 68 206
张三9 79 52 86 72 217
张三98 45 39 59 47 143
张三91 78 48 77 67 203
张三60 57 73 89 73 219
张三69 91 87 9 62 187
张三34 96 1 11 36 108
张三3 10 8 31 16 49
张三95 90 73 91 84 254
张三13 4 59 80 47 143
张三17 62 70 3 45 135
张三19 6 94 77 59 177
张三33 89 31 7 42 127
张三93 4 10 50 21 64
张三63 73 24 61 52 158
张三85 36 63 58 52 157
张三93 24 62 63 49 149
张三20 31 57 23 37 111
张三99 7 22 28 19 57
张三94 28 21 98 49 147
张三64 18 29 52 33 99
张三95 72 99 6 59 177
张三28 75 24 7 35 106
张三31 84 20 47 50 151
张三70 35 2 72 36 109
张三63 22 26 48 32 96
张三12 3 10 99 37 112
张三44 7 74 13 31 94
张三91 63 39 66 56 168
张三28 75 44 88 69 207
张三41 51 36 65 50 152
张三11 67 15 48 43 130
张三86 73 37 25 45 135
张三87 88 88 83 86 259
张三25 11 88 78 59 177
张三58 74 72 25 57 171
张三70 84 1 1 28 86
张三26 72 68 54 64 194
张三67 54 78 10 47 142
张三47 2 0 68 23 70
张三97 94 81 78 84 253
张三35 61 95 7 54 163
张三64 58 39 2 33 99
张三29 7 9 74 30 90
张三92 22 28 54 34 104
张三89 99 35 76 70 210
张三91 77 54 71 67 202
张三66 5 62 90 52 157
张三87 12 25 86 41 123
张三48 6 52 35 31 93
张三1 97 96 0 64 193
张三12 41 71 79 63 191
张三20 57 27 38 40 122
张三11 77 76 38 63 191
张三20 26 89 59 58 174
张三73 14 52 36 34 102
张三19 74 82 92 82 248
张三3 40 55 25 40 120
张三58 82 88 24 64 194
张三13 1 88 3 30 92
张三59 1 56 73 43 130
张三15 57 41 56 51 154
张三3 7 82 12 33 101
张三52 33 47 31 37 111
张三11 55 46 25 42 126
张三65 88 55 12 51 155
张三45 78 8 16 34 102
张三2 64 8 39 37 111
张三45 2 94 4 33 100
张三27 84 83 22 63 189
张三76 51 95 68 71 214
张三94 5 38 16 19 59
张三44 87 82 29 66 198
张三71 60 55 63 59 178
张三19 93 11 87 63 191
张三50 39 88 28 51 155
张三61 86 44 42 57 172
张三71 84 57 76 72 217
张三37 53 52 66 57 171
张三41 7 34 66 35 107
张三88 7 41 25 24 73
张三33 53 22 64 46 139
张三68 25 26 36 29 87
张三91 76 27 95 66 198
张三76 19 62 33 38 114
张三83 83 54 1 46 138
张三42 40 78 71 63 189
张三67 72 4 48 41 124
张三55 30 93 83 68 206
张三73 81 32 24 45 137
张三22 54 10 79 47 143
张三12 2 3 17 7 22
张三13 91 2 50 47 143
张三57 43 51 42 45 136
张三27 67 51 18 45 136
张三73 35 32 93 53 160
张三76 49 97 30 58 176
张三77 23 34 13 23 70
张三84 37 11 12 20 60
张三63 78 53 6 45 137
张三39 28 98 8 44 134
张三18 30 90 54 58 174
张三54 30 88 87 68 205
张三18 4 8 1 4 13
张三7 59 85 83 75 227
张三78 3 41 13 19 57
张三92 48 65 1 38 114
张三95 83 69 29 60 181
张三81 32 59 10 33 101
张三8 4 86 70 53 160
张三83 14 51 4 23 69
张三63 56 31 66 51 153
张三56 8 77 97 60 182
张三61 93 49 7 49 149
张三4 25 17 87 43 129
张三26 21 19 45 28 85
张三66 41 0 11 17 52
张三12 29 52 99 60 180
张三71 59 77 62 66 198
张三50 58 49 27 44 134
张三36 70 19 49 46 138
张三94 40 78 83 67 201
张三7 57 61 27 48 145
张三21 60 97 69 75 226
张三86 14 90 12 38 116
张三97 21 55 43 39 119
张三93 54 36 70 53 160
张三0 14 21 46 27 81
张三42 42 46 44 44 132
张三86 16 36 69 40 121
张三49 87 16 52 51 155
张三14 83 95 61 79 239
张三92 45 27 77 49 149
张三83 7 93 44 48 144
张三87 52 18 28 32 98
张三41 36 96 10 47 142
张三57 75 73 41 63 189
张三67 0 13 92 35 105
张三1 40 16 54 36 110
张三39 80 99 40 73 219
张三5 99 43 75 72 217
张三37 16 3 57 25 76
张三29 17 32 23 24 72
张三55 41 28 57 42 126
张三78 15 3 10 9 28
张三96 76 97 56 76 229
张三44 86 30 97 71 213
张三93 48 15 25 29 88
张三61 75 26 48 49 149
张三92 95 84 42 73 221
张三27 92 44 56 64 192
张三54 68 12 25 35 105
张三70 83 70 13 55 166
张三89 64 16 55 45 135
张三70 12 9 53 24 74
张三29 33 15 97 48 145
张三75 92 71 2 55 165
张三89 48 57 84 63 189
张三47 86 31 86 67 203
张三81 31 39 36 35 106
张三44 74 3 4 27 81
张三80 69 2 5 25 76
张三27 32 54 64 50 150
张三62 83 8 88 59 179
张三30 99 60 25 61 184
张三47 3 40 42 28 85
张三55 1 66 7 24 74
张三33 84 88 88 86 260
张三62 77 9 67 51 153
张三99 63 86 99 82 248
张三70 19 10 27 18 56
张三10 33 41 98 57 172
张三96 14 57 29 33 100
张三59 99 55 16 56 170
张三93 68 23 47 46 138
张三14 22 29 90 47 141
张三62 30 92 61 61 183
张三77 82 12 93 62 187
张三51 56 87 4 49 147
张三55 16 21 30 22 67
张三69 88 38 20 48 146
张三5 3 54 43 33 100
张三74 20 10 88 39 118
张三9 97 65 7 56 169
张三13 90 87 6 61 183
张三84 57 79 12 49 148
张三25 21 6 60 29 87
张三35 94 61 59 71 214
张三36 84 41 86 70 211
张三4 47 75 21 47 143
张三4 79 24 16 39 119
张三83 71 89 45 68 205
张三93 34 29 89 50 152
张三77 66 8 85 53 159
张三86 89 63 24 58 176
张三48 16 53 17 28 86
张三67 0 42 15 19 57
张三75 99 21 50 56 170
张三31 81 36 99 72 216
张三6 79 69 41 63 189
张三93 85 35 88 69 208
张三87 11 33 1 15 45
张三27 66 30 72 56 168
张三99 7 69 9 28 85
张三31 95 53 40 62 188
张三37 47 61 1 36 109
张三12 16 99 78 64 193
张三6 34 59 2 31 95
张三45 57 20 32 36 109
张三24 21 20 92 44 133
张三22 41 71 43 51 155
张三57 70 80 52 67 202
张三34 58 52 5 38 115
张三23 16 65 20 33 101
张三18 94 76 96 88 266
张三40 40 33 47 40 120
张三72 34 38 77 49 149
张三7 77 4 41 40 122
张三40 70 89 71 76 230
张三43 23 4 38 21 65
张三89 91 34 57 60 182
张三27 9 51 38 32 98
张三47 41 0 44 28 85
张三97 43 48 89 60 180
张三72 66 40 14 40 120
张三21 68 57 18 47 143
张三74 79 92 48 73 219
张三46 59 81 27 55 167
张三4 23 82 62 55 167
张三72 69 70 24 54 163
张三78 16 54 35 35 105
张三22 3 27 36 22 66
张三17 95 69 97 87 261
张三0 67 83 31 60 181
张三5 96 92 9 65 197
张三55 26 70 56 50 152
张三97 47 72 50 56 169
张三4 72 7 51 43 130
张三40 55 82 4 47 141
张三68 86 70 16 57 172
张三83 3 67 98 56 168
张三31 32 31 18 27 81
张三83 4 21 42 22 67
张三27 40 72 80 64 192
张三38 79 99 81 86 259
张三8 43 9 93 48 145
张三7 37 18 29 28 84
张三67 88 88 28 68 204
张三2 88 17 86 63 191
张三87 36 35 46 39 117
张三40 28 79 29 45 136
张三71 14 74 39 42 127
张三16 48 25 35 36 108
张三59 90 42 48 60 180
张三26 78 42 83 67 203
张三33 81 66 23 56 170
张三40 63 5 34 34 102
张三83 17 87 50 51 154
张三21 32 99 1 44 132
张三64 22 28 44 31 94
张三27 7 58 34 33 99
张三82 76 67 76 73 219
张三57 51 67 2 40 120
张三88 84 47 0 43 131
张三3 78 10 48 45 136
张三55 58 20 89 55 167
张三45 56 48 27 43 131
张三84 76 44 91 70 211
张三93 66 49 80 65 195
张三53 3 48 79 43 130
张三49 26 40 91 52 157
张三10 59 39 39 45 137
张三62 73 16 18 35 107
张三72 86 32 28 48 146
张三91 68 39 24 43 131
张三76 43 16 3 20 62
张三98 61 25 26 37 112
张三13 31 75 89 65 195
张三36 40 80 41 53 161
张三8 32 55 45 44 132
张三8 50 50 6 35 106
张三59 3 24 46 24 73
张三4 47 83 96 75 226
张三41 71 65 90 75 226
张三58 36 30 64 43 130
张三15 18 25 91 44 134
张三61 89 31 80 66 200
张三23 40 72 32 48 144
张三29 71 46 41 52 158
张三63 36 64 73 57 173
张三34 87 53 90 76 230
张三43 52 19 43 38 114
张三11 53 10 47 36 110
张三90 79 34 71 61 184
张三18 49 44 47 46 140
张三56 1 15 20 12 36
张三16 85 34 57 58 176
张三26 17 85 40 47 142
张三91 28 83 86 65 197
张三52 5 3 43 17 51
张三31 36 8 25 23 69
张三46 86 8 79 57 173
张三29 13 89 91 64 193
张三11 10 68 64 47 142
张三87 78 53 43 58 174
张三96 81 96 70 82 247
张三32 11 83 7 33 101
张三3 83 67 6 52 156
张三70 26 92 21 46 139
张三79 73 45 35 51 153
张三39 66 81 92 79 239
张三76 63 8 3 24 74
张三43 44 88 24 52 156
张三58 99 26 80 68 205
张三69 61 90 54 68 205
张三87 9 33 41 27 83
张三22 69 6 16 30 91
张三24 83 96 40 73 219
张三37 72 42 14 42 128
张三21 0 67 41 36 108
张三47 86 37 67 63 190
张三87 26 89 17 44 132
张三6 89 29 68 62 186
张三60 34 65 44 47 143
张三17 31 47 68 48 146
张三21 29 37 26 30 92
张三6 97 78 71 82 246
张三25 78 19 44 47 141
张三23 41 94 8 47 143
张三35 81 77 17 58 175
张三95 25 17 16 19 58
张三83 20 71 10 33 101
张三35 32 62 56 50 150
张三7 85 80 25 63 190
张三90 49 92 35 58 176
张三23 66 84 69 73 219
张三91 28 66 10 34 104
张三32 47 75 84 68 206
张三24 72 74 2 49 148
张三85 48 20 72 46 140
张三45 9 78 47 44 134
张三39 1 95 66 54 162
张三95 48 12 53 37 113
张三81 67 70 17 51 154
张三12 23 13 42 26 78
张三20 2 6 99 35 107
张三25 89 76 3 56 168
张三48 54 96 66 72 216
张三73 3 51 87 47 141
张三33 46 70 94 70 210
张三12 16 49 96 53 161
张三1 64 29 7 33 100
张三74 59 7 80 48 146
张三10 69 91 57 72 217
张三5 93 15 31 46 139
张三22 86 68 19 57 173
张三92 69 41 17 42 127
张三39 66 87 15 56 168
张三59 0 82 35 39 117
张三42 92 44 78 71 214
张三91 48 22 44 38 114
张三60 92 48 20 53 160
张三13 93 5 15 37 113
张三61 90 85 65 80 240
张三39 15 17 21 17 53
张三27 80 26 68 58 174
张三57 9 58 39 35 106
张三68 31 39 17 29 87
张三30 34 50 45 43 129
张三85 42 3 1 15 46
张三17 45 91 17 51 153
张三87 12 5 82 33 99
张三52 63 77 86 75 226
张三14 92 94 19 68 205
张三26 89 33 98 73 220
张三30 32 16 12 20 60
张三67 64 34 72 56 170
张三88 44 32 74 50 150
张三18 29 99 67 65 195
张三77 43 36 59 46 138
张三40 34 2 99 45 135
张三1 34 81 82 65 197
张三7 9 24 69 34 102
张三59 59 9 23 30 91
张三68 89 38 89 72 216
张三12 25 33 6 21 64
张三84 60 7 21 29 88
张三74 65 13 83 53 161
张三71 65 33 64 54 162
张三48 26 37 65 42 128
张三7 84 90 55 76 229
张三96 65 77 90 77 232
张三83 86 30 73 63 189
张三29 96 10 13 39 119
张三6 13 36 51 33 100
张三28 45 97 51 64 193
张三90 39 70 41 50 150
张三61 70 76 39 61 185
张三75 16 44 99 53 159
张三40 80 12 57 49 149
张三83 12 98 63 57 173
张三38 55 93 44 64 192
张三88 84 70 53 69 207
张三56 38 91 15 48 144
张三56 51 98 19 56 168
张三16 64 6 35 35 105
张三96 63 80 10 51 153
张三23 42 69 23 44 134
张三11 74 87 42 67 203
张三2 11 82 92 61 185
张三52 67 4 84 51 155
张三30 23 95 42 53 160
张三13 96 38 1 45 135
张三4 41 81 62 61 184
张三13 32 33 9 24 74
张三11 36 35 18 29 89
张三56 29 64 40 44 133
张三4 35 7 21 21 63
张三74 60 10 25 31 95
张三91 61 77 2 46 140
张三75 77 26 28 43 131
张三93 35 85 56 58 176
张三75 95 62 5 54 162
张三27 68 6 10 28 84
张三63 10 6 68 28 84
张三24 47 28 29 34 104
张三43 96 33 63 64 192
张三84 77 67 88 77 232
张三47 43 6 17 22 66
张三28 70 30 48 49 148
张三8 36 54 94 61 184
张三5 63 3 23 29 89
张三56 76 10 67 51 153
张三50 5 43 28 25 76
张三48 0 11 6 5 17
张三22 72 84 48 68 204
张三60 54 66 31 50 151
张三48 77 87 59 74 223
张三14 15 58 79 50 152
张三60 81 5 96 60 182
张三93 82 38 93 71 213
张三9 44 36 54 44 134
张三83 67 19 16 34 102
张三76 56 81 54 63 191
张三44 62 80 68 70 210
张三31 29 42 21 30 92
张三90 63 42 23 42 128
张三95 67 9 57 44 133
张三45 82 74 18 58 174
张三20 22 39 98 53 159
张三86 70 39 73 60 182
张三84 2 22 89 37 113
张三12 29 90 82 67 201
张三58 13 73 24 36 110
张三78 1 76 17 31 94
张三18 24 16 24 21 64
张三97 53 16 62 43 131
张三78 99 26 66 63 191
张三96 87 55 59 67 201
张三88 38 72 65 58 175
张三79 59 4 23 28 86
张三14 14 56 84 51 154
张三35 82 38 85 68 205
张三97 3 40 33 25 76
张三78 44 89 47 60 180
张三60 39 31 58 42 128
张三36 62 70 67 66 199
张三1 47 28 53 42 128
张三3 63 22 5 30 90
张三1 33 89 40 54 162
张三30 58 44 3 35 105
张三36 31 47 87 55 165
张三16 48 81 78 69 207
张三56 41 84 81 68 206
张三26 80 56 43 59 179
张三91 9 63 60 44 132
张三48 44 88 98 76 230
张三87 27 54 74 51 155
张三66 75 11 50 45 136
张三71 51 9 38 32 98
张三12 5 9 45 19 59
张三26 84 83 78 81 245
张三15 76 19 42 45 137
张三96 52 97 5 51 154
张三78 8 63 47 39 118
张三68 70 87 56 71 213
张三28 90 34 78 67 202
张三98 99 94 82 91 275
张三45 24 7 54 28 85
张三79 13 83 89 61 185
张三43 66 93 15 58 174
张三58 40 99 45 61 184
张三71 5 32 9 15 46
张三68 50 91 14 51 155
张三56 13 93 15 40 121
张三24 97 77 91 88 265
张三2 34 39 84 52 157
张三82 36 14 31 27 81
张三22 97 65 21 61 183
张三89 83 5 5 31 93
张三60 87 23 28 46 138
张三57 78 58 32 56 168
张三38 79 90 86 85 255
张三39 72 70 63 68 205
张三29 56 36 65 52 157
张三93 51 20 7 26 78
张三48 37 14 64 38 115
张三59 65 71 47 61 183
张三99 93 62 20 58 175
张三92 30 25 67 40 122
张三35 36 0 61 32 97
张三18 8 87 95 63 190
张三10 4 63 82 49 149
张三11 3 27 41 23 71
张三34 73 83 51 69 207
张三4 10 41 58 36 109
张三53 68 46 97 70 211
张三86 11 56 96 54 163
张三27 67 59 33 53 159
张三45 13 29 93 45 135
张三71 9 1 5 5 15
张三64 57 36 30 41 123
张三70 42 75 79 65 196
张三70 59 48 65 57 172
张三15 91 49 2 47 142
张三6 47 41 87 58 175
张三88 31 65 8 34 104
张三66 14 90 89 64 193
张三5 68 69 46 61 183
张三10 3 35 37 25 75
张三9 91 70 49 70 210
张三70 84 34 71 63 189
张三44 46 41 84 57 171
张三88 0 31 92 41 123
张三75 32 16 38 28 86
张三59 85 98 99 94 282
张三31 19 55 36 36 110
张三72 82 47 86 71 215
张三75 54 72 99 75 225
张三73 17 0 25 14 42
张三35 1 45 84 43 130
张三81 3 84 73 53 160
张三61 10 64 62 45 136
张三39 83 72 99 84 254
张三67 39 83 30 50 152
张三96 39 90 8 45 137
张三96 60 75 65 66 200
张三22 12 80 4 32 96
张三7 23 7 55 28 85
张三17 31 53 40 41 124
张三72 63 96 85 81 244
张三81 30 6 25 20 61
张三35 70 1 41 37 112
张三24 1 74 88 54 163
张三65 59 62 67 62 188
张三61 30 32 32 31 94
张三17 15 4 5 8 24
张三7 90 82 26 66 198
张三65 86 44 73 67 203
张三70 0 83 99 60 182
张三90 67 92 89 82 248
张三12 78 14 55 49 147
张三28 85 23 25 44 133
张三8 41 71 21 44 133
张三5 78 64 62 68 204
张三54 27 41 82 50 150
张三22 43 17 79 46 139
张三76 46 7 83 45 136
张三72 73 16 83 57 172
张三49 93 71 86 83 250
张三86 28 98 86 70 212
张三37 66 7 26 33 99
张三57 97 18 68 61 183
张三3 75 78 96 83 249
张三76 56 54 88 66 198
张三56 44 66 55 55 165
张三85 19 72 27 39 118
张三25 31 22 43 32 96
张三35 47 48 93 62 188
张三92 30 25 46 33 101
张三95 54 79 97 76 230
张三5 19 95 40 51 154
张三50 25 13 94 44 132
张三74 65 13 8 28 86
张三99 46 85 50 60 181
张三5 19 48 26 31 93
张三25 96 51 66 71 213
张三23 48 78 30 52 156
张三96 62 38 95 65 195
张三16 78 56 39 57 173
张三40 72 70 99 80 241
张三59 69 83 83 78 235
张三82 55 21 57 44 133
张三36 28 54 57 46 139
张三41 81 18 18 39 117
张三53 32 11 18 20 61
张三29 31 95 49 58 175
张三9 31 16 66 37 113
张三2 9 58 34 33 101
张三72 31 21 11 21 63
张三48 85 24 14 41 123
张三81 0 7 93 33 100
张三17 40 42 84 55 166
张三60 28 11 6 15 45
张三23 51 6 77 44 134
张三24 46 71 67 61 184
张三78 27 22 6 18 55
张三13 81 46 1 42 128
张三38 8 82 49 46 139
张三74 99 3 52 51 154
张三68 52 64 90 68 206
张三93 71 78 37 62 186
张三59 6 61 49 38 116
张三35 54 43 0 32 97
张三46 22 99 77 66 198
张三40 81 38 32 50 151
张三23 52 12 83 49 147
张三1 93 62 75 76 230
张三49 61 70 32 54 163
张三10 71 22 11 34 104
张三80 10 82 28 40 120
张三42 33 76 7 38 116
张三85 28 27 58 37 113
张三24 15 43 85 47 143
张三33 58 75 84 72 217
张三7 51 40 8 33 99
张三41 36 9 92 45 137
张三38 21 85 26 44 132
张三39 70 55 33 52 158
张三92 27 75 15 39 117
张三80 96 78 35 69 209
张三21 17 14 92 41 123
张三8 46 15 51 37 112
张三27 73 75 8 52 156
张三60 54 39 72 55 165
张三62 29 94 43 55 166
张三59 70 73 39 60 182
张三22 80 50 48 59 178
张三37 76 13 16 35 105
张三75 11 67 15 31 93
张三78 18 22 11 17 51
张三42 44 47 81 57 172
张三90 99 95 54 82 248
张三39 80 27 76 61 183
张三28 87 17 87 63 191
张三29 10 2 78 30 90
张三33 44 65 6 38 115
张三39 89 67 46 67 202
张三66 83 19 55 52 157
张三61 8 77 34 39 119
张三45 96 86 89 90 271
张三33 18 15 2 11 35
张三11 23 58 32 37 113
张三60 91 24 95 70 210
张三89 40 48 3 30 91
张三28 0 42 36 26 78
张三17 3 76 92 57 171
张三27 73 38 60 57 171
张三52 69 11 5 28 85
张三80 55 64 6 41 125
张三95 72 77 5 51 154
张三36 71 32 0 34 103
张三66 41 85 24 50 150
张三95 75 12 41 42 128
张三47 74 52 27 51 153
张三49 37 1 50 29 88
张三60 17 9 46 24 72
张三72 3 0 38 13 41
张三48 2 22 10 11 34
张三93 11 16 27 18 54
张三86 45 70 52 55 167
张三28 72 55 6 44 133
张三29 16 52 66 44 134
张三57 43 97 18 52 158
张三77 22 22 29 24 73
张三75 35 48 10 31 93
张三18 70 79 39 62 188
张三52 53 21 88 54 162
张三80 0 45 13 19 58
张三78 51 89 61 67 201
张三87 5 19 46 23 70
张三85 52 10 66 42 128
张三24 79 97 33 69 209
张三62 68 22 4 31 94
张三43 57 78 14 49 149
张三10 5 50 44 33 99
张三59 39 12 69 40 120
张三6 63 82 52 65 197
张三33 19 49 91 53 159
张三76 50 95 62 69 207
张三28 53 97 12 54 162
张三78 71 54 15 46 140
张三93 31 14 55 33 100
张三62 61 96 0 52 157
张三13 51 63 46 53 160
张三62 77 90 87 84 254
张三12 14 25 91 43 130
张三13 72 20 53 48 145
张三21 58 55 25 46 138
张三26 99 37 14 50 150
张三37 33 0 72 35 105
张三46 37 92 25 51 154
张三31 77 34 78 63 189
张三81 26 15 20 20 61
张三89 19 85 5 36 109
张三77 57 28 92 59 177
张三85 61 37 2 33 100
张三81 53 4 33 30 90
张三32 92 43 83 72 218
张三8 38 92 97 75 227
张三49 21 94 87 67 202
张三12 74 90 47 70 211
张三44 66 6 96 56 168
张三29 22 35 1 19 58
张三4 17 37 29 27 83
张三26 62 17 89 56 168
张三40 54 46 56 52 156
张三95 46 73 76 65 195
张三21 99 46 76 73 221
张三64 15 92 33 46 140
张三4 37 21 78 45 136
张三11 70 39 51 53 160
张三52 21 1 59 27 81
张三17 90 99 12 67 201
张三68 52 31 74 52 157
张三82 39 69 96 68 204
张三16 6 63 55 41 124
张三85 95 73 69 79 237
张三98 37 54 2 31 93
张三86 13 70 69 50 152
张三0 89 67 45 67 201
张三70 76 74 17 55 167
张三35 90 92 31 71 213
张三6 26 19 88 44 133
张三43 7 42 90 46 139
张三61 58 24 40 40 122
张三32 95 89 60 81 244
张三85 23 48 76 49 147
张三53 66 38 6 36 110
张三69 86 45 89 73 220
张三59 53 71 49 57 173
张三40 16 51 25 30 92
张三94 57 89 72 72 218
张三39 15 59 34 36 108
张三94 87 50 11 49 148
张三96 17 82 38 45 137
张三9 52 74 11 45 137
张三12 0 90 1 30 91
张三79 47 56 14 39 117
张三87 3 81 89 57 173
张三17 43 24 23 30 90
张三78 41 25 68 44 134
张三79 88 23 40 50 151
张三67 49 80 55 61 184
